site,config,seed,norm_MSE,norm_MAE,raw_MSE,best_epoch,n_params
79,LinearCalib,22,0.1547138094902038,0.2782160639762878,1.374606966972351,27,72191
79,LinearCalib,33,0.1584326773881912,0.2735462486743927,1.4076484441757202,41,72191
79,LinearCalib,44,0.1519300192594528,0.2790398299694061,1.3498733043670654,26,72191
79,LinearCalib,55,0.2026890963315963,0.3222277760505676,1.8008595705032349,13,72191
SQ1,FC,42,0.1368925422430038,0.2754122018814087,26166254.0,7,72088
SQ1,FC,123,0.1223106160759925,0.2543534934520721,23378994.0,6,72088
SQ1,FC,456,0.1221550479531288,0.2415031045675277,23349262.0,14,72088
SQ1,FC,789,0.1355615407228469,0.2507927417755127,25911836.0,20,72088
SQ1,FC,2026,0.1352002173662185,0.2670392990112304,25842770.0,8,72088
SQ1,FC,11,0.12317905575037,0.261689156293869,23544994.0,7,72088
SQ1,FC,22,0.1279108971357345,0.2589375376701355,24449458.0,9,72088
SQ1,FC,33,0.1326871514320373,0.2529885172843933,25362410.0,10,72088
SQ1,FC,44,0.1303658485412597,0.2580622732639313,24918704.0,10,72088
SQ1,FC,55,0.1349916905164718,0.2665192782878876,25802910.0,6,72088
SQ1,KANConv_M5,42,0.1284434646368026,0.2414370775222778,24551254.0,29,72077
SQ1,KANConv_M5,123,0.1307133287191391,0.2391380816698074,24985130.0,37,72077
SQ1,KANConv_M5,456,0.1290744096040725,0.2394070029258728,24671860.0,23,72077
SQ1,KANConv_M5,789,0.1216215640306472,0.2372418791055679,23247286.0,17,72077
SQ1,KANConv_M5,2026,0.1258879005908966,0.2583561241626739,24062774.0,5,72077
SQ1,KANConv_M5,11,0.1225679963827133,0.2352775335311889,23428190.0,24,72077
SQ1,KANConv_M5,22,0.1286697536706924,0.2391378283500671,24594512.0,23,72077
SQ1,KANConv_M5,33,0.1417898833751678,0.2684504687786102,27102352.0,7,72077
SQ1,KANConv_M5,44,0.1285963207483291,0.2448421865701675,24580468.0,15,72077
SQ1,KANConv_M5,55,0.1282536685466766,0.2610173523426056,24514978.0,9,72077
SQ1,Shared,42,0.1223357245326042,0.2366131991147995,23383792.0,20,72046
SQ1,Shared,123,0.1330404877662658,0.2733625769615173,25429956.0,6,72046
SQ1,Shared,456,0.1240313500165939,0.2394019663333892,23707910.0,23,72046
SQ1,Shared,789,0.1235343217849731,0.2443632930517196,23612904.0,17,72046
SQ1,Shared,2026,0.1323458850383758,0.2471567243337631,25297182.0,14,72046
SQ1,Shared,11,0.1356420814990997,0.2479727268218994,25927230.0,30,72046
SQ1,Shared,22,0.1289307475090026,0.2565017938613891,24644394.0,11,72046
SQ1,Shared,33,0.129778653383255,0.2485495954751968,24806472.0,10,72046
SQ1,Shared,44,0.1326617300510406,0.2561244070529938,25357554.0,24,72046
SQ1,Shared,55,0.1268419474363327,0.2403482496738433,24245134.0,14,72046
SQ1,Kernel,42,0.1316614896059036,0.2491620332002639,25166362.0,14,76396
SQ1,Kernel,123,0.129573717713356,0.240903839468956,24767294.0,12,76396
SQ1,Kernel,456,0.1299363225698471,0.2404653429985046,24836606.0,12,76396
SQ1,Kernel,789,0.1410706937313079,0.2477285861968994,26964878.0,11,76396
SQ1,Kernel,2026,0.1381404101848602,0.2471748739480972,26404776.0,14,76396
SQ1,Kernel,11,0.1351106762886047,0.2541602849960327,25825652.0,5,76396
SQ1,Kernel,22,0.14641635119915,0.2677828967571258,27986672.0,4,76396
SQ1,Kernel,33,0.1331001669168472,0.2655238211154938,25441358.0,4,76396
SQ1,Kernel,44,0.1466878354549408,0.2509826123714447,28038568.0,14,76396
SQ1,Kernel,55,0.1344135403633117,0.2533001601696014,25692400.0,7,76396
