,Active_Power,GHI,DHI,Temperature,Humidity,Wind_Speed,WD_sin,WD_cos,has_wind,delta_t
2016-01-01 07:15:00,0.21604443093140668,47.93616867065433,46.078909556071004,16.878252665202,99.14165751139335,2.6236235450121335,-0.524603664266557,-0.8513465777449871,0,15.0
2016-01-01 07:30:00,0.3504000157117833,71.632624308268,69.739771525065,16.97874069213833,98.36368815104167,2.690742667277,-0.5199832952305938,-0.8541764294811307,0,15.0
2016-01-01 07:45:00,0.4645555118719733,87.95580800374366,85.44700876871734,17.275376001994,95.12495422363266,2.850207560326867,-0.44304704520374655,-0.8964983634877586,0,15.0
2016-01-01 08:00:00,0.47431111335754333,86.16967773437534,83.56199900309299,17.418921788533336,93.19080098470033,2.3753318539168,-0.49589161140729915,-0.8683844250882625,0,15.0
2016-01-01 08:15:00,0.9299221833546932,170.40663146972668,165.8557027181,17.703937530517333,90.77494557698533,3.201292444398233,-0.5245312607825066,-0.851391188856165,0,15.0
2016-01-01 08:30:00,0.7610666553179434,134.06264750162666,130.29973093668667,17.945351282755333,86.850003560384,3.4914446434625,-0.33129476975758976,-0.9435273051328539,0,15.0
2016-01-01 08:45:00,0.6063333153724667,105.56237030029399,102.470347086589,17.934353510538667,87.235928853353,3.2105388541119666,-0.4065824713355471,-0.9136140837370443,0,15.0
2016-01-01 09:00:00,0.91198885440825,158.77381896972668,154.00766499837334,18.067334493001336,85.84063720703132,3.3648059530697,-0.3953125192875916,-0.9185466847659391,0,15.0
2016-01-01 09:15:00,1.10994440317156,195.96818542480665,187.83308919270667,18.414534886678,84.058558146159,3.370581956830367,-0.30725776352820305,-0.9516263272690846,0,15.0
2016-01-01 09:30:00,0.9752111633618566,174.5949045817067,168.48133850097668,18.880877812703332,80.889877319336,3.1667476839269,-0.3112102647783887,-0.9503410814526357,0,15.0
2016-01-01 09:45:00,1.3521555264790666,247.94179789225333,239.60257975260333,19.094877243042,79.23301951090501,4.157184994909933,-0.23925303500608167,-0.9709572520149271,0,15.0
2016-01-01 10:00:00,2.1446555455525664,389.7860921223933,358.52862548828006,19.521862665812332,77.41705830891932,4.112744707548133,-0.34260909361322944,-0.9394780513527292,0,15.0
2016-01-01 10:15:00,1.4677222172419333,261.6242319742833,252.12311808268336,20.037849426269332,75.12122090657533,4.396519999248533,-0.20980719234683456,-0.977742779078188,0,15.0
